,town,number_of_schools,lon,lat
2006,"HI,Laie",1,-157.92658600000001,21.642073999999997
2007,"UT,West Jordan",2,-111.9383025,40.598343
2008,"UT,Sandy",2,-111.8516445,40.5644795
2009,"UT,Kaysville",1,-111.925227,41.028956
2010,"UT,Saint George",4,-113.581684,37.098272
2011,"UT,Cedar City",3,-113.068152,37.672871666666666
2012,"UT,Holladay",1,-111.835077,40.666643
2013,"UT,Salt Lake City",15,-111.88274586666667,40.72425153333333
2014,"UT,Ogden",3,-111.96129533333334,41.22736866666666
2015,"UT,Ephraim",1,-111.58296000000001,39.360177
2016,"UT,Richfield",1,-112.099377,38.767007
2017,"UT,West Haven",1,-112.01161699999999,41.232847
2018,"UT,Orem",5,-111.71031980000001,40.2833674
2019,"UT,Roosevelt",1,-109.97533999999999,40.299059
2020,"VT,Bennington",2,-73.2281585,42.89363
2021,"VT,Castleton",1,-73.180842,43.608397
2022,"VT,Burlington",2,-73.19969599999999,44.475306
2023,"VT,Montpelier",4,-72.572263,44.2628945
2024,"VT,Plainfield",1,-72.438388,44.279087
2025,"VT,Poultney",1,-73.241862,43.517784999999996
2026,"VT,Johnson",1,-72.671154,44.641736
2027,"MA,Lawrence",1,-71.16459499999999,42.707
2028,"VT,Lyndonvile",1,-72.024955,44.534525
2029,"VT,Marlboro",2,-72.7310675,42.84004900000001
2030,"VT,Middlebury",1,-73.176068,44.009116999999996
2031,"VT,Northfield",1,-72.65978299999999,44.140237
2032,"VT,Williston",1,-73.102721,44.447199
2033,"VT,Colchester",1,-73.167069,44.494558000000005
2034,"VT,Brattleboro",1,-72.56738,42.891034999999995
2035,"VT,Rutland",1,-73.000848,43.600507
2036,"VT,Craftsbury Common",1,-72.382372,44.65225
2037,"VT,South Royalton",1,-72.52091899999999,43.821406
2038,"VT,Randolph",1,-72.60449799999999,43.939623
2039,"VA,Roanoke",6,-79.95258333333334,37.28297516666667
2040,"VA,Virginia Beach",18,-76.13373738888887,36.83059183333333
2041,"VA,Danville",4,-79.41013025,36.57445625
2042,"VA,Weyers Cave",1,-78.937471,38.279075
2043,"VA,Bluefield",1,-81.24623299999999,37.244557
2044,"VA,Blacksburg",3,-80.41192733333334,37.20947266666666
2045,"VA,Bridgewater",1,-78.96900699999999,38.378484
2046,"VA,Williamsburg",1,-76.708214,37.269489
2047,"VA,Norfolk",9,-76.24736266666666,36.86907166666666
2048,"VA,Lynchburg",7,-79.17507185714285,37.387245
2049,"VA,Newport News",7,-76.48688514285716,37.09355071428571
2050,"VA,Suffolk",1,-76.563917,36.739517
2051,"VA,North Chesterfield",2,-77.54329200000001,37.459582499999996
2052,"VA,Hampton",6,-76.38317083333334,37.039795833333336
2053,"VA,Clifton Forge",1,-79.852536,37.812275
2054,"VA,Emory",1,-81.829142,36.772857
2055,"VA,Harrisonburg",2,-78.875405,38.4537225
2056,"VA,Melfa",1,-75.750791,37.640453
2057,"VA,Ferrum",1,-80.02163900000001,36.926912
2058,"VA,Fairfax",4,-77.3089745,38.849591249999996
2059,"VA,Locust Grove",1,-77.78012,38.375532
2060,"VA,Hampden-Sydney",1,-78.46421600000001,37.240615000000005
2061,"VA,Richmond",11,-77.48941672727273,37.58598809090909
2062,"VA,Chester",1,-77.40791899999999,37.346253999999995
2063,"VA,Farmville",1,-78.39575,37.301137
2064,"VA,Middletown",1,-78.267336,39.036001
2065,"VA,Staunton",2,-79.070042,38.151696
2066,"VA,Fredericksburg",3,-77.48989033333334,38.29332566666667
2067,"VA,Arlington",6,-77.08161166666666,38.880851
2068,"VA,Big Stone Gap",1,-82.758277,36.854421
2069,"VA,Salem",2,-80.0395345,37.297302
2070,"VA,Dublin",1,-80.69605,37.105239000000005
2071,"VA,Chesapeake",4,-76.2495705,36.77202025
2072,"VA,Annandale",1,-77.23671800000001,38.833361
2073,"VA,Martinsville",1,-79.871133,36.737893
2074,"VA,Franklin",1,-76.93757,36.674527000000005
2075,"VA,Colonial Heights",1,-77.400278,37.267703999999995
2076,"VA,Charlottesville",2,-78.4935675,38.021280000000004
2077,"VA,Radford",1,-80.549728,37.136907
2078,"VA,Ashland",2,-77.47641300000001,37.7591575
2079,"VA,Glenns",1,-76.623913,37.564425
2080,"VA,South Prince George",1,-77.39993199999999,37.156971999999996
2081,"VA,University of Richmond",1,-77.53880600000001,37.577393
2082,"VA,Winchester",1,-78.157433,39.167355
2083,"NC,Wendell",1,-78.4164,35.80023
2084,"VA,Buena Vista",1,-79.35037,37.740368
2085,"VA,Alberta",1,-77.917962,36.839065999999995
2086,"VA,Cedar Bluff",1,-81.79668199999999,37.006196
2087,"VA,Alexandria",3,-77.10782266666666,38.77886066666667
2088,"VA,Woodbridge",2,-77.297418,38.6465075
2089,"VA,Manassas",3,-77.50645433333334,38.802040999999996
2090,"VA,Ashburn",1,-77.438225,39.049178999999995
2091,"VA,Glen Allen",3,-77.590019,37.66250333333333
2092,"VA,Midlothian",2,-77.645963,37.4749
2093,"VA,Sweet Briar",1,-79.081014,37.556725
2094,"VA,Wise",1,-82.559656,36.970602
2095,"VA,Abingdon",1,-82.001118,36.698865999999995
2096,"VA,Lexington",2,-79.4400425,37.7892695
2097,"VA,Petersburg",2,-77.4114215,37.2316685
2098,"VA,Wytheville",1,-81.07118100000001,36.95731
2099,"WA,Bellevue",1,-122.15011799999999,47.584014
2100,"WA,Bellingham",4,-122.52645075000001,48.773008
2101,"WA,Moses Lake",1,-119.325678,47.183651
2102,"WA,Ellensburg",1,-120.53836799999999,47.002687
2103,"WA,Centralia",2,-122.9578775,46.714893
2104,"WA,Richland",2,-119.254709,46.278521999999995
2105,"WA,Lakewood",3,-122.44705766666665,47.16816466666668
2106,"WA,Pasco",1,-119.12103,46.252159999999996
2107,"WA,Cheney",1,-117.583808,47.490666999999995
2108,"WA,Lynnwood",1,-122.327598,47.816376
2109,"WA,Everett",3,-122.22345700000001,47.941211
2110,"WA,Olympia",3,-122.93638233333333,47.047592333333334
2111,"WA,Spokane",10,-117.3948034,47.6935182
2112,"WA,Aberdeen",1,-123.803068,46.953881
2113,"WA,Auburn",1,-122.17581899999999,47.313648
2114,"WA,Shoreline",2,-122.351587,47.754549
2115,"WA,Toppenish",1,-120.394972,46.3748
2116,"WA,Des Moines",1,-122.30306399999999,47.388231
2117,"WA,Kenmore",1,-122.25170800000001,47.729935
2118,"WA,Mountlake Terrace",1,-122.31281399999999,47.779174
2119,"WA,Tacoma",9,-122.47122188888888,47.23486333333333
2120,"WA,Kirkland",3,-122.18522266666666,47.673508
2121,"WA,Longview",2,-122.93526,46.139079
2122,"WA,Bremerton",1,-122.63511299999999,47.574769
2123,"WA,Yakima",4,-120.51657525,46.5861235
2124,"WA,Port Angeles",1,-123.412865,48.101295
2125,"WA,Renton",2,-122.19384300000002,47.4791115
2126,"WA,Lacey",1,-122.816354,47.041068
2127,"WA,Mount Vernon",1,-122.30893999999999,48.437194
2128,"WA,Walla Walla",2,-118.3040255,46.074186000000005
2129,"WA,College Place",1,-118.389555,46.048088
2130,"WA,Pullman",1,-117.15816799999999,46.730447999999996
2131,"WA,Wenatchee",1,-120.337198,47.431234
2132,"WV,Philippi",1,-80.047728,39.158066999999996
2133,"KY,Belfry",1,-82.266793,37.624479
2134,"WV,Mount Hope",1,-81.198867,37.853334999999994
2135,"WV,Glen Dale",1,-80.752394,39.946126
2136,"WV,Dunbar",1,-81.75353,38.367234
2137,"WV,Bethany",1,-80.560056,40.205819
2138,"WV,Bluefield",1,-81.239037,37.265732
2139,"WV,Huntington",5,-82.405698,38.40966100000001
2140,"WV,Charleston",7,-81.60354442857144,38.328578285714286
2141,"WV,Clarksburg",2,-80.3487245,39.2952665
2142,"WV,Athens",1,-81.00669599999999,37.423722999999995
2143,"WV,Elkins",2,-79.84907,38.9110445
2144,"WV,Fairmont",2,-80.16244,39.483068
2145,"WV,Glenville",1,-80.834295,38.93547
2146,"WV,Martinsburg",5,-77.9729874,39.4796788
2147,"WV,Stollings",1,-81.94289,37.82694
2148,"WV,Princeton",2,-81.0982525,37.3645915
2149,"WV,Waverly",1,-81.398107,39.298353999999996
2150,"WV,Morgantown",6,-79.95380583333333,39.63558499999999
2151,"WV,Parkersburg",3,-81.52025566666667,39.23564199999999
2152,"WV,Vienna",1,-81.537808,39.312447
2153,"WV,Keyser",2,-78.9844515,39.4331495
2154,"WV,Beckley",3,-81.17901533333334,37.786836666666666
2155,"WV,Salem",1,-80.57176700000001,39.288632
2156,"WV,Shepherdstown",1,-77.804101,39.433071000000005
2157,"WV,Mount Gay",1,-82.023014,37.851756
2158,"WV,Buckhannon",2,-80.22212350000001,38.9962845
2159,"WV,Lewisburg",1,-80.43782,37.804272999999995
2160,"WV,Institute",1,-81.765034,38.380541
2161,"WV,West Liberty",1,-80.60225600000001,40.164417
2162,"WI,Greenfield",1,-88.049912,42.969877000000004
2163,"WI,Milwaukee",17,-87.94925541176471,43.047622764705885
2164,"WI,Madison",11,-89.40985,43.07624836363636
2165,"WI,Green Bay",5,-88.0252158,44.5153552
2166,"WI,Beloit",2,-89.032758,42.501515999999995
2167,"WI,Janesville",3,-89.038055,42.650858666666664
2168,"WI,Waukesha",1,-88.228114,43.004527
2169,"WI,Kenosha",6,-87.84806616666667,42.613982666666665
2170,"WI,Glendale",3,-87.91634166666667,43.111719666666666
2171,"WI,Mequon",1,-87.91552,43.253387
2172,"WI,Appleton",4,-88.44404425,44.267739500000005
2173,"WI,Eau Claire",3,-91.48976499999999,44.79217499999999
2174,"WI,Plymouth",1,-87.883414,43.841573
2175,"WI,Cleveland",1,-87.75454,43.924774
2176,"WI,Watertown",1,-88.737016,43.195013
2177,"WI,Fond Du Lac",1,-88.420638,43.777411
2178,"WI,Wisconsin Rapids",1,-89.783785,44.391090999999996
2179,"WI,Fond du Lac",1,-88.41765600000001,43.785224
2180,"WI,Nashotah",1,-88.423743,43.082193
2181,"WI,Rhinelander",1,-89.425055,45.609542
2182,"WI,Wausau",3,-89.64077866666666,44.96641833333334
2183,"WI,Ashland",1,-90.87476,46.579087
2184,"WI,Ripon",1,-88.842333,43.844134999999994
2185,"WI,Franklin",1,-88.04438,42.910829
2186,"WI,De Pere",1,-88.067812,44.444829999999996
2187,"WI,Manitowoc",1,-87.742961,44.071038
2188,"WI,Fennimore",1,-90.637714,42.976238
2189,"WI,La Crosse",3,-91.24078266666668,43.811374
2190,"WI,Pewaukee",1,-88.256292,43.071444
2191,"WI,Whitewater",1,-88.742368,42.835563
2192,"WI,Shell Lake",1,-91.916484,45.747831
2193,"WI,Oshkosh",2,-88.545801,44.02232
2194,"WI,Menomonie",1,-91.926653,44.873187
2195,"WI,Superior",1,-92.09100699999999,46.717628999999995
2196,"WI,Platteville",1,-90.48621999999999,42.733451
2197,"WI,River Falls",1,-92.622641,44.8534
2198,"WI,Stevens Point",1,-89.570934,44.529582
2199,"WY,Casper",1,-106.32671200000001,42.832788
2200,"WY,Riverton",1,-108.42673799999999,43.030556
2201,"WY,Torrington",1,-104.190823,42.079353999999995
2202,"WY,Cheyenne",2,-104.79777,41.1192055
2203,"WY,Powell",1,-108.761853,44.760656
2204,"WY,Sheridan",1,-106.94110500000001,44.763926
2205,"WY,Rock Springs",1,-109.237126,41.590964
2206,"WY,Laramie",2,-105.60023550000001,41.3076565
2207,"AS,PagoPago",1,-170.742774,-14.322636
2208,"GU,Mangilao",3,144.81624766666667,13.446247333333332
2209,"MP,Saipan",1,145.721733,15.152247000000001
2210,"PR,Arecibo",8,-66.73084474999999,18.469737375
2211,"PR,BAYAMON",1,-66.151679,18.398885
2212,"PR,Bayamon",18,-66.16274716666666,18.38624777777778
2213,"PR,Manati",6,-66.48515316666666,18.43126616666667
2214,"PR,San Juan",25,-66.06772339999999,18.418859440000002
2215,"PR,Mayaguez",8,-67.139663125,18.198162000000004
2216,"PR,Guaynabo",2,-66.1095535,18.371223999999998
2217,"PR,Bayamdn",1,-66.180773,18.398864
2218,"PR,Caguas",10,-66.0360166,18.2329087
2219,"PR,Carolina",6,-65.97498283333333,18.396858499999997
2220,"PR,Ponce",13,-66.60545200000001,18.006893769230768
2221,"PR,Trujillo Alto",1,-66.01061700000001,18.373928
2222,"PR,San Sebastian",2,-66.9990005,18.3353575
2223,"PR,Rio Piedras",2,-66.073385,18.372731
2224,"PR,Humacao",5,-65.82784539999999,18.148795600000003
2225,"PR,Gurabo",2,-65.99504400000001,18.2447905
2226,"PR,Guayama",2,-66.11344600000001,17.9721235
2227,"PR,San German",1,-67.05082,18.08353
2228,"PR,Aguadilla",5,-67.1421282,18.462564399999998
2229,"PR,Barranquitas",2,-66.2980685,18.1827355
2230,"PR,Mercedita",1,-66.578498,18.007388
2231,"PR,Fajardo",1,-65.648052,18.329222
2232,"PR,Rio Grande",3,-65.80854599999999,18.376512333333334
2233,"PR,Cayey",2,-66.1459395,18.126675499999997
2234,"PR,Utuado",1,-66.72166700000001,18.254576999999998
2235,"PR,Santurce",2,-66.059618,18.4411705
2236,"PR,Hato Rey",5,-66.0513982,18.416688
2237,"FM,Pohnpei",1,158.158189,6.909758999999999
2238,"PW,Koror",1,134.47374399999998,7.343177000000001
2239,"VI,Charlotte Amalie",1,-64.972866,18.344193
2240,"VI,St. Croix",1,-64.79856,17.716115
2241,"CA,Stanford",1,-122.167359,37.429434
2242,"IN,West Lafayette",1,-86.914435,40.428206
2243,"GA,Clarkston",1,-84.234504,33.789898
2244,"IL,Willowbrook",1,-87.936249,41.748334
2245,"NJ,Washington",1,-75.018309,40.744811999999996
2246,"OH,Yellow Springs",5,-83.90456259999999,39.802529199999995
2247,"OK,Ponca City",2,-97.080763,36.733644999999996
2248,"OK,Drumright",1,-96.58532199999999,35.994261
2249,"TX,Round Rock",2,-97.6875245,30.5000985
2250,"CA,San Leandro",1,-122.12567,37.699627
2251,"MI,Wayne",1,-83.382299,42.28171
2252,"MI,Saginaw",2,-83.97047,43.4700115
2253,"NJ,Newton",1,-74.75807900000001,41.067633
2254,"VT,Putney",1,-72.51254899999999,42.977171999999996
2255,"MI,Oak Park",1,-83.200754,42.471924
2256,"TX,McKinney",1,-96.63894,33.162409999999994
2257,"KY,Whitesburg",1,-82.838909,37.123363
2258,"PA,Uniontown",2,-79.73331250000001,39.881727999999995
2259,"TX,Hurst",1,-97.201403,32.822035
2260,"SC,North Charleston",5,-80.01940599999999,32.891465600000004
2261,"FL,Lake Mary",2,-81.356573,28.7810725
2262,"OH,Lake Milton",1,-80.957782,41.115282
2263,"PA,Forty Fort",1,-75.882975,41.281911
2264,"MI,Roseville",2,-82.915541,42.527764000000005
2265,"OH,Fairfield",1,-84.499701,39.317488
2266,"OK,Duncan",1,-97.99029,34.491393
2267,"AL,Wadley",1,-85.57238199999999,33.128785
2268,"MO,Clinton",1,-93.768459,38.363669
2269,"WI,Hayward",1,-91.365002,45.942252
2270,"IL,Mount Prospect",1,-87.930934,42.074096000000004
2271,"IL,Bridgeview",2,-87.80024800000001,41.74327649999999
2272,"MI,Brighton",2,-83.77020200000001,42.534743
2273,"MI,Taylor",2,-83.2548145,42.224839
2274,"MO,Eolia",1,-91.019918,39.245484000000005
2275,"PA,Mount Braddock",1,-79.652374,39.950525
2276,"MO,Cottleville",1,-90.64110500000001,38.759703
2277,"MO,St. Louis",6,-90.35372133333334,38.6384205
2278,"OH,Brunswick",1,-81.80614200000001,41.240245
2279,"PR,Vega Baja",1,-66.40315,18.444882
2280,"WV,Leroy",1,-81.561142,38.822540000000004
2281,"OH,Uniontown",1,-81.472008,40.943121999999995
2282,"OK,Fort Cobb",1,-98.443443,35.108561
2283,"NY,Mexico",1,-76.25930799999999,43.457840999999995
2284,"OK,Ardmore",2,-97.113809,34.184053
2285,"AR,Ft. Smith",1,-94.373994,35.370168
2286,"OH,Xenia",1,-83.946816,39.771037
2287,"MI,Roosevelt Park",1,-86.267098,43.191474
2288,"FL,Deerfield Beach",1,-80.134508,26.302940000000003
2289,"MT,Box Elder",1,-109.870182,48.289808
2290,"NY,Selden",1,-73.05616500000001,40.848963
2291,"CA,Livermore",1,-121.80058000000001,37.710873
2292,"MD,California",1,-76.48376,38.286299
2293,"OK,Fairview",2,-98.4967055,36.262010000000004
2294,"PA,Mercer",1,-80.248614,41.250851000000004
2295,"VA,Henrico",3,-77.529173,37.633432
2296,"IA,Urbandale",1,-93.778426,41.645171000000005
2297,"KY,Newport",2,-84.484587,39.088860999999994
2298,"AR,Bentonville",1,-94.17289,36.357704
2299,"IN,Alexandria",1,-85.67401600000001,40.255608
2300,"PA,Canonsburg",1,-80.246117,40.254721999999994
2301,"GA,Vidalia",1,-82.365827,32.20393
2302,"MA,Andover",1,-71.19954,42.682106
2303,"IL,Wheeling",1,-87.927374,42.147858
2304,"PA,Pleasant Gap",1,-77.74042299999999,40.882222999999996
2305,"AL,Gardendale",1,-86.810488,33.643546
2306,"CA,Downey",1,-118.115727,33.91965
2307,"CA,Cerritos",4,-118.08656124999999,33.86713775
2308,"FL,Merritt Island",1,-80.70371999999999,28.394053000000003
2309,"GA,Smyrna",1,-84.543009,33.900255
2310,"IA,Bettendorf",1,-90.519772,41.543198
2311,"IL,Bloomingdale",1,-88.076665,41.955935
2312,"MA,Malden",3,-71.07251033333333,42.427643999999994
2313,"RI,Woonsocket",1,-71.51258100000001,42.00395
2314,"MA,Bourne",1,-70.578837,41.745328
2315,"MN,Minnetonka",1,-93.410236,44.893479
2316,"MS,Pontotoc",1,-89.01870500000001,34.255441999999995
2317,"NJ,Moorestown",1,-74.95563100000001,39.94847
2318,"NJ,Freehold",1,-74.24925400000001,40.265559
2319,"NY,Olean",2,-78.4167765,42.0888415
2320,"OH,OREGON",1,-83.469064,41.638647
2321,"OH,Bethel",1,-84.094071,38.969393
2322,"OK,Omega",1,-98.20184,35.842209999999994
2323,"OK,McAlester",2,-95.7562355,34.9328845
2324,"PA,Willow Grove",1,-75.108649,40.158437
2325,"PR,Arroyo",1,-66.06183100000001,17.968588
2326,"MH,Majuro",1,171.378129,7.102688000000001
2327,"TX,Eagle Pass",1,-100.50600899999999,28.707864
2328,"TX,Del Rio",1,-100.898907,29.357157
2329,"WA,Bothell",2,-122.19143249999999,47.760344
2330,"CA,Poway",2,-117.039175,32.9680005
2331,"NY,Verona",1,-75.461279,43.212894
2332,"MI,Brimley",1,-84.607089,46.454584000000004
2333,"MN,Cloquet",1,-92.451326,46.690069
2334,"CA,Coachella",1,-116.185875,33.692248
2335,"IA,Spirit Lake",1,-95.113596,43.421409999999995
2336,"CO,Loveland",1,-105.07833400000001,40.445169
2337,"CA,Concord",2,-122.0329475,37.9719695
2338,"MA,Tyngsboro",1,-71.38618000000001,42.653908
2339,"MS,Pearl",1,-90.11512900000001,32.281983000000004
2340,"WI,Racine",1,-87.856679,42.678051
2341,"CA,La Puente",1,-117.97955900000001,34.044112
2342,"NJ,North Plainfield",2,-74.43080950000001,40.621068
2343,"NY,Hauppauge",1,-73.200285,40.828573
2344,"NY,Angola",1,-79.387599,42.110198
2345,"NM,Ruidoso",1,-105.677273,33.346376
2346,"CA,Encino",1,-118.50213000000001,34.170204999999996
2347,"FL,Maitland",3,-81.39196033333333,28.634327333333335
2348,"FL,Pompano Beach",4,-80.12317725,26.251503
2349,"OH,Lyndhurst",1,-81.494178,41.519527000000004
2350,"OH,Middleburg Heights",3,-81.81785133333334,41.371233
2351,"MI,Grand Blanc",1,-83.624526,42.912036
2352,"CA,Gardena",2,-118.29298350000002,33.8758725
2353,"CA,Westminster",1,-117.991643,33.759524
2354,"CA,Joshua Tree",1,-116.213939,34.140464
2355,"CA,Monrovia",1,-117.987321,34.142703999999995
2356,"CA,Aliso Viejo",1,-117.735344,33.554546
2357,"IL,Blue Island",1,-87.679865,41.657848
2358,"IL,Fairfield",1,-88.39219399999999,38.380271
2359,"IL,Robinson",1,-87.689001,39.01958
2360,"IL,Mount Carmel",1,-87.778448,38.42889
2361,"AZ,Fountain Hills",1,-111.71508100000001,33.604859999999995
2362,"FL,Largo",2,-82.753293,27.904503499999997
2363,"PR,Juana Diaz",2,-66.506738,18.049305
2364,"PR,Yauco",1,-66.849099,18.034518
2365,"OH,Heath",1,-82.440975,40.03011
2366,"NY,Norwich",1,-75.52007900000001,42.585293
2367,"CT,Westport",1,-73.367835,41.133507
2368,"IL,Oakbrook",1,-87.94968399999999,41.851403000000005
2369,"NJ,Brick",2,-74.1434725,40.0501835
2370,"NJ,Kenilworth",1,-74.29462,40.688912
2371,"OH,Groveport",1,-82.884305,39.88667
2372,"OH,Canfield",1,-80.78766800000001,41.032696
2373,"OH,Shelby",1,-82.670445,40.903304999999996
2374,"OH,Boardman",1,-80.679801,41.023709999999994
2375,"OH,Lucasville",1,-82.979481,38.854707
2376,"TX,Harlingen",2,-97.6796625,26.202765
2377,"WA,Federal Way",2,-122.30596,47.3208185
2378,"WI,Ashwaubenon",1,-88.076427,44.477375
2379,"OH,Lebanon",2,-84.196677,39.4672875
2380,"NC,Mooresville",2,-80.83577700000001,35.601099500000004
2381,"TX,Pharr",2,-98.18950799999999,26.2266835
2382,"PA,MEADVILLE",1,-80.22229399999999,41.626047
2383,"OH,Piketon",1,-83.007113,39.054045
2384,"CA,Seaside",1,-121.796178,36.652397
2385,"OH,Valley View",1,-81.615624,41.393531
2386,"MA,Tewksbury",1,-71.220396,42.598024
2387,"OH,Euclid",1,-81.54855400000001,41.598918
2388,"MA,Billerica",1,-71.217926,42.546696000000004
2389,"WV,Oak Hill",1,-81.146785,37.988801
2390,"WI,Keshena",2,-88.6284895,44.870407
2391,"MN,Cass Lake",1,-94.651563,47.395686
2392,"CA,Inglewood",3,-118.37236266666666,33.945159999999994
2393,"OK,Yukon",1,-97.74668,35.508293
2394,"NJ,Morris Plains",1,-74.486405,40.855589
2395,"MA,Seekonk",1,-71.32490899999999,41.791885
2396,"FL,North Miami",2,-80.174298,25.892247
2397,"PA,Hanover",1,-76.99514599999999,39.818109
2398,"CA,Irwindale",1,-117.990894,34.079755
2399,"AL,Madison",1,-86.752565,34.681465
2400,"CA,Baldwin Park",1,-117.95948600000001,34.09673
2401,"FL,Altamonte Springs",2,-81.3889705,28.663331999999997
2402,"GA,Dunwoody",1,-84.332317,33.931981
2403,"GA,Kennesaw",3,-84.58626866666667,34.026846
2404,"IL,Red Bud",1,-89.948787,38.289727
2405,"MN,Hastings",1,-92.85025999999999,44.744595000000004
2406,"MO,Harrisonville",1,-94.333774,38.660247999999996
2407,"MO,Sunset Hills",1,-90.413236,38.542285
2408,"MO,Saint Robert",1,-92.142861,37.806945
2409,"TX,Bedford",2,-97.16456000000001,32.8515175
2410,"NJ,Scotch Plains",1,-74.358205,40.616490999999996
2411,"NY,Hicksville",1,-73.520569,40.766548
2412,"NY,Goshen",1,-74.32204899999999,41.38922
2413,"NY,Newark",1,-77.08179399999999,43.038167
2414,"NY,Hudson Falls",1,-73.59433100000001,43.321490000000004
2415,"NY,Lake Katrine",1,-73.993015,41.976572999999995
2416,"NY,Brentwood",1,-73.23780500000001,40.777958
2417,"NY,West Nyack",1,-73.979871,41.121255
2418,"NY,Syosset",1,-73.516191,40.809329
2419,"OH,Eastlake",1,-81.447126,41.653845000000004
2420,"OH,Willoughby",1,-81.443597,41.6247
2421,"OH,Norwood",1,-84.458763,39.158004999999996
2422,"OH,Van Wert",1,-84.570198,40.882295
2423,"OK,Sallisaw",1,-94.793867,35.446483
2424,"OK,Stilwell",1,-94.63401800000001,35.840614
2425,"OK,Burns Flat",1,-99.180998,35.352841999999995
2426,"OK,Wayne",1,-97.364174,34.912498
2427,"OK,Pryor",3,-95.35304833333333,36.30430466666667
2428,"OK,Choctaw",1,-97.266991,35.516890999999994
2429,"OK,Wetumka",1,-96.266262,35.233305
2430,"PA,Downingtown",1,-75.680728,40.005928000000004
2431,"PA,Reynoldsville",1,-78.892397,41.109805
2432,"PA,Lewistown",2,-77.560873,40.612372500000006
2433,"PA,Ford City",1,-79.521054,40.767446
2434,"PA,Oil City",1,-79.687135,41.426491999999996
2435,"PA,Willow Street",1,-76.266186,39.984811
2436,"PA,Towanda",1,-76.487394,41.801739000000005
2437,"PA,Shippenville",1,-79.425593,41.233525
2438,"PA,Hazle TWP.",1,-75.99218,40.971393
2439,"GA,Duluth",2,-84.1265875,33.955039
2440,"PA,Monroeville",3,-79.77179033333334,40.43912633333333
2441,"WV,Eleanor",1,-81.923563,38.535038
2442,"PR,Isabela",3,-67.02621166666667,18.490604
2443,"GA,Sandersville",2,-82.82227649999999,32.981523499999994
2444,"ME,Wells",1,-70.590783,43.306796999999996
2445,"OK,Afton",1,-94.929123,36.730369
2446,"NY,Northport",1,-73.343689,40.877083
2447,"AR,Mountain Home",2,-92.3787605,36.3337535
2448,"OR,The Dalles",1,-121.190197,45.590724
2449,"OR,Tillamook",1,-123.813624,45.456603
2450,"NY,Brooklyn,",1,-73.967118,40.63473
2451,"MO,Raymore",1,-94.467053,38.812989
2452,"CA,Palm Springs",2,-116.51802899999998,33.815009
2453,"OR,Newport",1,-124.046973,44.603136
2454,"GA,Sandy Springs",1,-84.378704,33.937705
2455,"FL,St. Cloud",1,-81.30319300000001,28.241806
2456,"WI,Brookfield",2,-88.1130895,43.032684
2457,"MN,ST PAUL",1,-93.09568,44.947959999999995
2458,"MD,Suitland",1,-76.91803900000001,38.827438
2459,"MD,Millersville",1,-76.634354,39.073287
2460,"MD,Owings Mills",2,-76.7877025,39.414403
2461,"NJ,Bordentown",1,-74.702495,40.173971
2462,"NJ,West  Atlantic City",1,-74.493112,39.377288
2463,"PA,Clearfield",1,-78.418679,41.030572
2464,"PA,Broomall",1,-75.36722900000001,39.988428000000006
2465,"NY,Williamsville",2,-78.72398799999999,42.968526
2466,"MA,Ludlow",1,-72.480436,42.157816
2467,"CT,Bristol",1,-72.990101,41.69004
2468,"NY,Ilion",1,-75.02995200000001,43.015797
2469,"FL,Cape Coral",1,-81.976156,26.658582
2470,"GA,Hiram",1,-84.746624,33.909059
2471,"OK,Kansas",1,-94.77843100000001,36.209828
2472,"WA,Tukwila",1,-122.24640500000001,47.4684
2473,"VA,Grundy",1,-82.095648,37.277669
2474,"CA,Signal Hill",1,-118.17136599999999,33.796849
2475,"FL,Fort Walton Beach",1,-86.61484399999999,30.468659999999996
2476,"RI,Lincoln",1,-71.47748,41.9385
2477,"OH,Smithville",1,-81.868927,40.863781
2478,"ME,Sanford",1,-70.77549300000001,43.440719
2479,"NE,Winnebago",1,-96.467881,42.234983
2480,"NC,Wadesboro",1,-80.055083,34.963535
2481,"MD,Linthicum",1,-76.67253199999999,39.215919
2482,"SC,Myrtle Beach",1,-78.815961,33.748079
2483,"CT,Southington",1,-72.877922,41.602304
2484,"AK,Barrow",1,-156.679486,71.324702
2485,"MN,Mahnomen",1,-95.953099,47.3175
2486,"LA,Metairie",3,-90.173105,30.003411333333332
2487,"MD,Silver  Spring",1,-77.03056600000001,39.042404
2488,"MD,Hillcrest Heights",1,-76.948572,38.839246
2489,"LA,Gonzales",1,-90.93080400000001,30.191005999999998
2490,"MA,Norwood",2,-71.1976675,42.195724
2491,"AL,Foley",1,-87.681828,30.406109999999998
2492,"TX,Plano",1,-96.79754399999999,33.026159
2493,"CT,Groton",2,-72.053987,41.3317465
2494,"CT,Stamford",1,-73.54220600000001,41.056081
2495,"VA,CHESTER",1,-77.374112,37.348882
2496,"WV,Moorefield",1,-78.932546,39.075562
2497,"OH,Highland Heights",2,-81.4523485,41.5453215
2498,"TX,Southlake",1,-97.121526,32.93973
2499,"NY,Mineola",1,-73.638911,40.73945
2500,"FL,Orange Park",2,-81.778919,30.1360175
2501,"OH,Irwin",1,-83.456645,40.077583000000004
2502,"NH,Lebanon",1,-72.230822,43.637595000000005
2503,"PA,Mill Creek",1,-77.927438,40.434249
2504,"AR,Newport",1,-91.188846,35.638721999999994
